#Top: top   Floorplan: design_1   Part: xc7a35tcsg324-1
#Generated by: travis   on: Sun Dec 31 08:03:01 2017
#Build: Vivado v2017.3   by: xbuild   on: Wed Oct  4 19:58:07 MDT 2017
#Package Version: FINAL 2013-12-19
#Package Pin Delay Version: VERS. 2.0 2013-12-19

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
0,E8,,VCCBATT_0,,,,,,,,,,,,,,,,,,,,,,
0,E10,,TCK_0,81.985,82.809,,,,,,,,,,,,,,,,,,,,
0,L9,,DXN_0,86.222,87.088,,,,,,,,,,,,,,,,,,,,
0,J9,,VREFN_0,88.992,89.886,,,,,,,,,,,,,,,,,,,,
0,E9,,CCLK_0,90.332,91.240,,,,,,,,,,,,,,,,,,,,
0,P12,,M0_0,85.724,86.585,,,,,,,,,,,,,,,,,,,,
0,P13,,M1_0,92.072,92.998,,,,,,,,,,,,,,,,,,,,
0,P7,,INIT_B_0,77.032,77.806,,,,,,,,,,,,,,,,,,,,
0,E11,,TDI_0,139.577,140.980,,,,,,,,,,,,,,,,,,,,
0,E13,,TDO_0,144.670,146.124,,,,,,,,,,,,,,,,,,,,
0,P11,,M2_0,26.911,27.182,,,,,,,,,,,,,,,,,,,,
0,P8,,CFGBVS_0,82.380,83.208,,,,,,,,,,,,,,,,,,,CFGBVS_0,
0,P9,,PROGRAM_B_0,79.327,80.124,,,,,,,,,,,,,,,,,,,,
0,E12,,TMS_0,104.702,105.755,,,,,,,,,,,,,,,,,,,,
0,R9,,VCCO_0,,,,,,,,,,,,,,,,,,,,,VCCO_0,
14,R11,IOB_X0Y49,IO_0_14,83.485,84.324,,,,,,,,,,,,,,,,,,,,
14,L15,IOB_X0Y44,IO_L3P_T0_DQS_PUDC_B_14,85.516,86.375,,,,,,,,,,,,,,,,,,,,
14,L16,IOB_X0Y43,IO_L3N_T0_DQS_EMCCLK_14,79.559,80.358,,,,,,,,,,,,,,,,,,,,
14,L18,IOB_X0Y42,IO_L4P_T0_D04_14,78.972,79.765,,,,,,,,,,,,,,,,,,,,
14,M18,IOB_X0Y41,IO_L4N_T0_D05_14,74.444,75.192,,,,,,,,,,,,,,,,,,,,
14,R12,IOB_X0Y40,IO_L5P_T0_D06_14,80.732,81.544,,,,,,,,,,,,,,,,,,,,
14,R13,IOB_X0Y39,IO_L5N_T0_D07_14,80.552,81.362,,,,,,,,,,,,,,,,,,,,
14,M13,IOB_X0Y37,IO_L6N_T0_D08_VREF_14,65.477,66.135,,,,,,,,,,,,,,,,,,,,
14,R18,IOB_X0Y36,IO_L7P_T1_D09_14,84.841,85.694,,,,,,,,,,,,,,,,,,,,
14,T18,IOB_X0Y35,IO_L7N_T1_D10_14,86.334,87.201,,,,,,,,,,,,,,,,,,,,
14,N14,IOB_X0Y34,IO_L8P_T1_D11_14,66.927,67.600,,,,,,,,,,,,,,,,,,,,
14,P14,IOB_X0Y33,IO_L8N_T1_D12_14,75.450,76.209,,,,,,,,,,,,,,,,,,,,
14,N17,IOB_X0Y32,IO_L9P_T1_DQS_14,65.849,66.511,,,,,,,,,,,,,,,,,,,,
14,P18,IOB_X0Y31,IO_L9N_T1_DQS_D13_14,72.072,72.796,,,,,,,,,,,,,,,,,,,,
14,M16,IOB_X0Y30,IO_L10P_T1_D14_14,58.490,59.078,,,,,,,,,,,,,,,,,,,,
14,M17,IOB_X0Y29,IO_L10N_T1_D15_14,59.927,60.529,,,,,,,,,,,,,,,,,,,,
14,N15,IOB_X0Y28,IO_L11P_T1_SRCC_14,72.199,72.924,,,,,,,,,,,,,,,,,,,,
14,N16,IOB_X0Y27,IO_L11N_T1_SRCC_14,71.304,72.021,,,,,,,,,,,,,,,,,,,,
14,P17,IOB_X0Y26,IO_L12P_T1_MRCC_14,73.727,74.468,,,,,,,,,,,,,,,,,,,,
14,R17,IOB_X0Y25,IO_L12N_T1_MRCC_14,69.439,70.137,,,,,,,,,,,,,,,,,,,,
14,P15,IOB_X0Y24,IO_L13P_T2_MRCC_14,58.541,59.130,,,,,,,,,,,,,,,,,,,,
14,R15,IOB_X0Y23,IO_L13N_T2_MRCC_14,64.187,64.832,,,,,,,,,,,,,,,,,,,,
14,T14,IOB_X0Y22,IO_L14P_T2_SRCC_14,77.594,78.374,,,,,,,,,,,,,,,,,,,,
14,T15,IOB_X0Y21,IO_L14N_T2_SRCC_14,76.761,77.532,,,,,,,,,,,,,,,,,,,,
14,R16,IOB_X0Y20,IO_L15P_T2_DQS_RDWR_B_14,71.602,72.322,,,,,,,,,,,,,,,,,,,,
14,T16,IOB_X0Y19,IO_L15N_T2_DQS_DOUT_CSO_B_14,73.806,74.548,,,,,,,,,,,,,,,,,,,,
14,V15,IOB_X0Y18,IO_L16P_T2_CSI_B_14,87.759,88.641,,,,,,,,,,,,,,,,,,,,
14,V16,IOB_X0Y17,IO_L16N_T2_A15_D31_14,86.685,87.556,,,,,,,,,,,,,,,,,,,,
14,U17,IOB_X0Y16,IO_L17P_T2_A14_D30_14,80.170,80.976,,,,,,,,,,,,,,,,,,,,
14,U18,IOB_X0Y15,IO_L17N_T2_A13_D29_14,76.939,77.712,,,,,,,,,,,,,,,,,,,,
14,U16,IOB_X0Y14,IO_L18P_T2_A12_D28_14,77.954,78.737,,,,,,,,,,,,,,,,,,,,
14,V17,IOB_X0Y13,IO_L18N_T2_A11_D27_14,75.759,76.520,,,,,,,,,,,,,,,,,,,,
14,T11,IOB_X0Y12,IO_L19P_T3_A10_D26_14,77.025,77.799,,,,,,,,,,,,,,,,,,,,
14,U11,IOB_X0Y11,IO_L19N_T3_A09_D25_VREF_14,74.610,75.360,,,,,,,,,,,,,,,,,,,,
14,U12,IOB_X0Y10,IO_L20P_T3_A08_D24_14,104.421,105.471,,,,,,,,,,,,,,,,,,,,
14,V12,IOB_X0Y9,IO_L20N_T3_A07_D23_14,101.383,102.402,,,,,,,,,,,,,,,,,,,,
14,V10,IOB_X0Y8,IO_L21P_T3_DQS_14,89.575,90.475,,,,,,,,,,,,,,,,,,,,
14,V11,IOB_X0Y7,IO_L21N_T3_DQS_A06_D22_14,88.120,89.005,,,,,,,,,,,,,,,,,,,,
14,U14,IOB_X0Y6,IO_L22P_T3_A05_D21_14,75.293,76.050,,,,,,,,,,,,,,,,,,,,
14,V14,IOB_X0Y5,IO_L22N_T3_A04_D20_14,74.805,75.556,,,,,,,,,,,,,,,,,,,,
14,T13,IOB_X0Y4,IO_L23P_T3_A03_D19_14,76.286,77.053,,,,,,,,,,,,,,,,,,,,
14,U13,IOB_X0Y3,IO_L23N_T3_A02_D18_14,75.079,75.834,,,,,,,,,,,,,,,,,,,,
14,R10,IOB_X0Y0,IO_25_14,76.103,76.868,,,,,,,,,,,,,,,,,,,,
14,L17,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,N13,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,P16,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,T12,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,U15,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,V18,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
15,G13,IOB_X0Y99,IO_0_15,68.624,69.313,,,,,,,,,,,,,,,,,,,,
15,D14,IOB_X0Y98,IO_L1P_T0_AD0P_15,85.914,86.777,,,,,,,,,,,,,,,,,,,,
15,C14,IOB_X0Y97,IO_L1N_T0_AD0N_15,84.549,85.398,,,,,,,,,,,,,,,,,,,,
15,B13,IOB_X0Y96,IO_L2P_T0_AD8P_15,106.260,107.328,,,,,,,,,,,,,,,,,,,,
15,B14,IOB_X0Y95,IO_L2N_T0_AD8N_15,97.690,98.672,,,,,,,,,,,,,,,,,,,,
15,C12,IOB_X0Y94,IO_L3P_T0_DQS_AD1P_15,100.932,101.946,,,,,,,,,,,,,,,,,,,,
15,B12,IOB_X0Y93,IO_L3N_T0_DQS_AD1N_15,103.379,104.418,,,,,,,,,,,,,,,,,,,,
15,B11,IOB_X0Y92,IO_L4P_T0_15,108.926,110.021,,,,,,,,,,,,,,,,,,,,
15,A11,IOB_X0Y91,IO_L4N_T0_15,104.412,105.461,,,,,,,,,,,,,,,,,,,,
15,F13,IOB_X0Y90,IO_L5P_T0_AD9P_15,83.312,84.150,,,,,,,,,,,,,,,,,,,,
15,F14,IOB_X0Y89,IO_L5N_T0_AD9N_15,86.095,86.960,,,,,,,,,,,,,,,,,,,,
15,D12,IOB_X0Y88,IO_L6P_T0_15,86.640,87.511,,,,,,,,,,,,,,,,,,,,
15,D13,IOB_X0Y87,IO_L6N_T0_VREF_15,83.961,84.805,,,,,,,,,,,,,,,,,,,,
15,B16,IOB_X0Y86,IO_L7P_T1_AD2P_15,103.761,104.803,,,,,,,,,,,,,,,,,,,,
15,B17,IOB_X0Y85,IO_L7N_T1_AD2N_15,103.802,104.845,,,,,,,,,,,,,,,,,,,,
15,A15,IOB_X0Y84,IO_L8P_T1_AD10P_15,112.595,113.727,,,,,,,,,,,,,,,,,,,,
15,A16,IOB_X0Y83,IO_L8N_T1_AD10N_15,121.971,123.197,,,,,,,,,,,,,,,,,,,,
15,A13,IOB_X0Y82,IO_L9P_T1_DQS_AD3P_15,120.319,121.528,,,,,,,,,,,,,,,,,,,,
15,A14,IOB_X0Y81,IO_L9N_T1_DQS_AD3N_15,117.416,118.596,,,,,,,,,,,,,,,,,,,,
15,B18,IOB_X0Y80,IO_L10P_T1_AD11P_15,104.744,105.796,,,,,,,,,,,,,,,,,,,,
15,A18,IOB_X0Y79,IO_L10N_T1_AD11N_15,108.679,109.771,,,,,,,,,,,,,,,,,,,,
15,E15,IOB_X0Y78,IO_L11P_T1_SRCC_15,102.880,103.914,,,,,,,,,,,,,,,,,,,,
15,E16,IOB_X0Y77,IO_L11N_T1_SRCC_15,104.843,105.897,,,,,,,,,,,,,,,,,,,,
15,D15,IOB_X0Y76,IO_L12P_T1_MRCC_15,102.698,103.730,,,,,,,,,,,,,,,,,,,,
15,C15,IOB_X0Y75,IO_L12N_T1_MRCC_15,102.135,103.161,,,,,,,,,,,,,,,,,,,,
15,H16,IOB_X0Y74,IO_L13P_T2_MRCC_15,74.050,74.794,,,,,,,,,,,,,,,,,,,,
15,G16,IOB_X0Y73,IO_L13N_T2_MRCC_15,75.904,76.667,,,,,,,,,,,,,,,,,,,,
15,F15,IOB_X0Y72,IO_L14P_T2_SRCC_15,77.469,78.248,,,,,,,,,,,,,,,,,,,,
15,F16,IOB_X0Y71,IO_L14N_T2_SRCC_15,75.492,76.251,,,,,,,,,,,,,,,,,,,,
15,H14,IOB_X0Y70,IO_L15P_T2_DQS_15,74.300,75.047,,,,,,,,,,,,,,,,,,,,
15,G14,IOB_X0Y69,IO_L15N_T2_DQS_ADV_B_15,76.719,77.490,,,,,,,,,,,,,,,,,,,,
15,E17,IOB_X0Y68,IO_L16P_T2_A28_15,87.770,88.652,,,,,,,,,,,,,,,,,,,,
15,D17,IOB_X0Y67,IO_L16N_T2_A27_15,90.472,91.381,,,,,,,,,,,,,,,,,,,,
15,K13,IOB_X0Y66,IO_L17P_T2_A26_15,76.115,76.880,,,,,,,,,,,,,,,,,,,,
15,J13,IOB_X0Y65,IO_L17N_T2_A25_15,73.633,74.373,,,,,,,,,,,,,,,,,,,,
15,H17,IOB_X0Y64,IO_L18P_T2_A24_15,64.723,65.374,,,,,,,,,,,,,,,,,,,,
15,G17,IOB_X0Y63,IO_L18N_T2_A23_15,69.610,70.309,,,,,,,,,,,,,,,,,,,,
15,J14,IOB_X0Y62,IO_L19P_T3_A22_15,86.202,87.069,,,,,,,,,,,,,,,,,,,,
15,H15,IOB_X0Y61,IO_L19N_T3_A21_VREF_15,86.398,87.266,,,,,,,,,,,,,,,,,,,,
15,C16,IOB_X0Y60,IO_L20P_T3_A20_15,113.325,114.464,,,,,,,,,,,,,,,,,,,,
15,C17,IOB_X0Y59,IO_L20N_T3_A19_15,107.380,108.459,,,,,,,,,,,,,,,,,,,,
15,E18,IOB_X0Y58,IO_L21P_T3_DQS_15,104.252,105.300,,,,,,,,,,,,,,,,,,,,
15,D18,IOB_X0Y57,IO_L21N_T3_DQS_A18_15,97.847,98.830,,,,,,,,,,,,,,,,,,,,
15,F18,IOB_X0Y55,IO_L22N_T3_A16_15,91.424,92.342,,,,,,,,,,,,,,,,,,,,
15,J17,IOB_X0Y54,IO_L23P_T3_FOE_B_15,86.954,87.827,,,,,,,,,,,,,,,,,,,,
15,J18,IOB_X0Y53,IO_L23N_T3_FWE_B_15,95.616,96.577,,,,,,,,,,,,,,,,,,,,
15,K15,IOB_X0Y52,IO_L24P_T3_RS1_15,83.428,84.267,,,,,,,,,,,,,,,,,,,,
